Source Name	Characteristics[OperatorVariation]	Characteristics[DataSource]	Characteristics[4 meta-groups]	Characteristics[15 meta-groups]	Characteristics[369 groups]	Characteristics[groups with 10 and more replicates]	Characteristics[Blood/NonBlood meta-groups]	Characteristics[Organism]	Characteristics[OrganismPart]	Characteristics[CellType]	Characteristics[CellLine]	Characteristics[DiseaseState]	Characteristics[DevelopmentalStage]	Characteristics[DiseaseStage]	Characteristics[Sex]	Characteristics[Age]	Characteristics[Generalization 6 on reduced data]	Labeled Extract Name	Label	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value[4 meta-groups]	Factor Value[15 meta-groups]	Factor Value[369 groups]	Factor Value[Blood-NonBlood meta-groups]	Factor Value[6 meta-groups]	Factor Value[4 groups from blood to incompletely diff]	Factor Value[96 groups]
GSM110782.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	lymph node metastasis	  	  	solid tissue	GSM110782.CEL_L	biotin	GSM110782.CEL	A-AFFY-33	GSM110782.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.35.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110786.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	  	  	  	solid tissue	GSM110786.CEL_L	biotin	GSM110786.CEL	A-AFFY-33	GSM110786.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.25.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110795.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	lymph node metastasis	  	  	solid tissue	GSM110795.CEL_L	biotin	GSM110795.CEL	A-AFFY-33	GSM110795.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.32.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110796.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	lymph node metastasis	  	  	solid tissue	GSM110796.CEL_L	biotin	GSM110796.CEL	A-AFFY-33	GSM110796.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.33.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110799.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	  	  	  	solid tissue	GSM110799.CEL_L	biotin	GSM110799.CEL	A-AFFY-33	GSM110799.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.36.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110804.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	lymph node metastasis	  	  	solid tissue	GSM110804.CEL_L	biotin	GSM110804.CEL	A-AFFY-33	GSM110804.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.34.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110813.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	lymph node metastasis	  	  	solid tissue	GSM110813.CEL_L	biotin	GSM110813.CEL	A-AFFY-33	GSM110813.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.24.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110816.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	lymph node metastasis	  	  	solid tissue	GSM110816.CEL_L	biotin	GSM110816.CEL	A-AFFY-33	GSM110816.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.28.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110823.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	lymph node metastasis	  	  	solid tissue	GSM110823.CEL_L	biotin	GSM110823.CEL	A-AFFY-33	GSM110823.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.38.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110826.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	lymph node metastasis	  	  	solid tissue	GSM110826.CEL_L	biotin	GSM110826.CEL	A-AFFY-33	GSM110826.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.38.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110827.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	  	  	  	solid tissue	GSM110827.CEL_L	biotin	GSM110827.CEL	A-AFFY-33	GSM110827.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.38.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110829.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	lymph node metastasis	  	  	solid tissue	GSM110829.CEL_L	biotin	GSM110829.CEL	A-AFFY-33	GSM110829.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.31.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110831.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	  	  	  	solid tissue	GSM110831.CEL_L	biotin	GSM110831.CEL	A-AFFY-33	GSM110831.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.36.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110839.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	lymph node metastasis	  	  	solid tissue	GSM110839.CEL_L	biotin	GSM110839.CEL	A-AFFY-33	GSM110839.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.33.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110841.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	  	  	  	solid tissue	GSM110841.CEL_L	biotin	GSM110841.CEL	A-AFFY-33	GSM110841.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.37.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110842.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	  	  	  	solid tissue	GSM110842.CEL_L	biotin	GSM110842.CEL	A-AFFY-33	GSM110842.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.35.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110847.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	lymph node metastasis	  	  	solid tissue	GSM110847.CEL_L	biotin	GSM110847.CEL	A-AFFY-33	GSM110847.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.27.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110853.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	lymph node metastasis	  	  	solid tissue	GSM110853.CEL_L	biotin	GSM110853.CEL	A-AFFY-33	GSM110853.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.36.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110855.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	  	  	  	solid tissue	GSM110855.CEL_L	biotin	GSM110855.CEL	A-AFFY-33	GSM110855.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.31.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110858.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	lymph node metastasis	  	  	solid tissue	GSM110858.CEL_L	biotin	GSM110858.CEL	A-AFFY-33	GSM110858.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.32.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110860.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	lymph node metastasis	  	  	solid tissue	GSM110860.CEL_L	biotin	GSM110860.CEL	A-AFFY-33	GSM110860.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.37.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110861.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	  	  	  	solid tissue	GSM110861.CEL_L	biotin	GSM110861.CEL	A-AFFY-33	GSM110861.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.33.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110870.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	  	  	  	solid tissue	GSM110870.CEL_L	biotin	GSM110870.CEL	A-AFFY-33	GSM110870.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.28.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110872.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	  	  	  	solid tissue	GSM110872.CEL_L	biotin	GSM110872.CEL	A-AFFY-33	GSM110872.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.31.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM110873.CEL	"Lance,David,Miller"	GSE4922	neoplasm	breast cancer	breast cancer	breast cancer	non blood	Homo sapiens	mammary gland	  	  	breast tumor	  	  	  	  	solid tissue	GSM110873.CEL_L	biotin	GSM110873.CEL	A-AFFY-33	GSM110873.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.36.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	breast cancer	breast cancer	non blood	solid tissue	the rest	breast cancer
GSM112919.CEL	"Dave,,Peck"	GSE5007	cell line	blood neoplasm cell line	hI60 promyelocytic leukemia	hI60 promyelocytic leukemia	blood	Homo sapiens	blood	  	hl60	acute myeloid leukemia	  	  	female	  	hematopoietic system	GSM112919.CEL_L	biotin	GSM112919.CEL	A-AFFY-33	GSM112919.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.66.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	blood neoplasm cell line	hI60 promyelocytic leukemia	blood	hematopoietic system	blood	hI60 promyelocytic leukemia
GSM112921.CEL	"Dave,,Peck"	GSE5007	cell line	blood neoplasm cell line	hI60 promyelocytic leukemia	hI60 promyelocytic leukemia	blood	Homo sapiens	blood	  	hl60	acute myeloid leukemia	  	  	female	  	hematopoietic system	GSM112921.CEL_L	biotin	GSM112921.CEL	A-AFFY-33	GSM112921.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.67.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	blood neoplasm cell line	hI60 promyelocytic leukemia	blood	hematopoietic system	blood	hI60 promyelocytic leukemia
GSM114834.CEL	"BELEN,,PERAL"	GSE5090	disease	solid tissue non neoplastic disease	adipose tissue polycystic ovarian syndrome	  	non blood	Homo sapiens	adipose tissue	  	  	polycystic ovarian syndrome	  	  	  	  	  	GSM114834.CEL_L	biotin	GSM114834.CEL	A-AFFY-33	GSM114834.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.11.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	adipose tissue polycystic ovarian syndrome	non blood	  	the rest	    
GSM114840.CEL	"BELEN,,PERAL"	GSE5090	disease	solid tissue non neoplastic disease	adipose tissue polycystic ovarian syndrome	  	non blood	Homo sapiens	adipose tissue	  	  	polycystic ovarian syndrome	  	  	  	  	  	GSM114840.CEL_L	biotin	GSM114840.CEL	A-AFFY-33	GSM114840.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.11.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	adipose tissue polycystic ovarian syndrome	non blood	  	the rest	    
GSM114841.CEL	"BELEN,,PERAL"	GSE5090	normal	normal solid tissue	adipose tissue normal	  	non blood	Homo sapiens	adipose tissue	  	  	  	  	  	  	  	  	GSM114841.CEL_L	biotin	GSM114841.CEL	A-AFFY-33	GSM114841.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.11.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	adipose tissue normal	non blood	  	the rest	    
GSM114842.CEL	"BELEN,,PERAL"	GSE5090	disease	solid tissue non neoplastic disease	adipose tissue polycystic ovarian syndrome	  	non blood	Homo sapiens	adipose tissue	  	  	polycystic ovarian syndrome	  	  	  	  	  	GSM114842.CEL_L	biotin	GSM114842.CEL	A-AFFY-33	GSM114842.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.11.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	adipose tissue polycystic ovarian syndrome	non blood	  	the rest	    
GSM114843.CEL	"BELEN,,PERAL"	GSE5090	disease	solid tissue non neoplastic disease	adipose tissue polycystic ovarian syndrome	  	non blood	Homo sapiens	adipose tissue	  	  	polycystic ovarian syndrome	  	  	  	  	  	GSM114843.CEL_L	biotin	GSM114843.CEL	A-AFFY-33	GSM114843.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.11.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	adipose tissue polycystic ovarian syndrome	non blood	  	the rest	    
GSM114844.CEL	"BELEN,,PERAL"	GSE5090	normal	normal solid tissue	adipose tissue normal	  	non blood	Homo sapiens	adipose tissue	  	  	  	  	  	  	  	  	GSM114844.CEL_L	biotin	GSM114844.CEL	A-AFFY-33	GSM114844.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.11.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	adipose tissue normal	non blood	  	the rest	    
GSM114845.CEL	"BELEN,,PERAL"	GSE5090	normal	normal solid tissue	adipose tissue normal	  	non blood	Homo sapiens	adipose tissue	  	  	  	  	  	  	  	  	GSM114845.CEL_L	biotin	GSM114845.CEL	A-AFFY-33	GSM114845.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.11.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	adipose tissue normal	non blood	  	the rest	    
GSM114846.CEL	"BELEN,,PERAL"	GSE5090	normal	normal solid tissue	adipose tissue normal	  	non blood	Homo sapiens	adipose tissue	  	  	  	  	  	  	  	  	GSM114846.CEL_L	biotin	GSM114846.CEL	A-AFFY-33	GSM114846.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.11.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	adipose tissue normal	non blood	  	the rest	    
GSM114847.CEL	"BELEN,,PERAL"	GSE5090	disease	solid tissue non neoplastic disease	adipose tissue polycystic ovarian syndrome	  	non blood	Homo sapiens	adipose tissue	  	  	polycystic ovarian syndrome	  	  	  	  	  	GSM114847.CEL_L	biotin	GSM114847.CEL	A-AFFY-33	GSM114847.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.11.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	adipose tissue polycystic ovarian syndrome	non blood	  	the rest	    
GSM114848.CEL	"BELEN,,PERAL"	GSE5090	disease	solid tissue non neoplastic disease	adipose tissue polycystic ovarian syndrome	  	non blood	Homo sapiens	adipose tissue	  	  	polycystic ovarian syndrome	  	  	  	  	  	GSM114848.CEL_L	biotin	GSM114848.CEL	A-AFFY-33	GSM114848.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.11.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	adipose tissue polycystic ovarian syndrome	non blood	  	the rest	    
GSM114849.CEL	"BELEN,,PERAL"	GSE5090	normal	normal solid tissue	adipose tissue normal	  	non blood	Homo sapiens	adipose tissue	  	  	  	  	  	  	  	  	GSM114849.CEL_L	biotin	GSM114849.CEL	A-AFFY-33	GSM114849.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.11.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	adipose tissue normal	non blood	  	the rest	    
